Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
6969,Kishtwar,male ,Urban,Hearing,MSME Sunrise Sector,Agri,JKBK062868,8-20-2026,1,1,0,1,1,1,0,37.0,,51.0,97.0,24.0,,,1353000,13728.0,60.0,8.64,2822.0,0.206,48.0,0.49,,0
6970,Bandipora,Male,Rural,None,Existing Enterprise,Services,JKBK032167,15/5/2024,1,1,0,1,1,0,0,11.0,19.0,41.0,14.0,11.0,96.0,,592k INR,,,7.27,,,58.0,0.25,,0
6971,Ganderbal,Female,,Locomotor,MSME Sunrise Sector,Agri,JKBK077989,As on Feb 2026,1,1,0,1,1,1,1,30.0,50.0,11.0,11.0,22.0,124.0,3547k INR,₹2115456,53079.0,24.0,10.22,16039.0,0.302,86.0,0.47,late,0
6972,Ganderbal,Other,Rural,Multiple,Nano Entrepreneur,Agri,JKBK074904,5/4/2026,1,1,0,1,1,0,0,19.0,,24.0,36.0,11.0,,₹1631489,4809k INR,116105.0,24.0,14.37,,,49.0,0.79,ONTIME,0
6973,Kupwara,FEMALE,Urban,Hearing,nano entrepreneur,IT,JKBK012532,22/6/2022,1,1,0,0,0,0,0,21.0,67.0,10.0,100.0,25.0,223.0,2690k INR,$6169,52410.0,48.0,7.81,,,46.0,0.07,late,0
6974,Shopian,male ,urban ,None,MSME Sunrise Sector,Retail,JKBK011389,2026-01-19,1,1,0,0,0,0,0,18.0,,5.0,9.0,,,₹3260034,,108611.0,48.0,12.88,,,55.0,0.69,ONTIME,82
6975,Pulwama,Male,rural,,Existing Enterprise,Manufacturing,JKBK048207,As on Feb 2026,1,1,0,1,1,0,0,9.0,71.0,57.0,30.0,,,₹750579,,8987.0,,6.7,,,,0.31,Default,0
6976,Anantnag,male ,Rural,,MSME Sunrise Sector,IT,JKBK061970,11/1/2021,1,1,0,0,0,0,0,21.0,5.0,,68.0,22.0,,₹2796530,478k INR,39312.0,12.0,14.37,,,66.0,0.53,Default,97
6977,Baramulla,Female,Rural,None,Existing enterprise,Services,JKBK086231,,1,1,0,1,1,1,0,,41.0,10.0,113.0,44.0,,$41632,,90913.0,36.0,13.29,28183.0,0.31,56.0,0.42,,0
6978,Ganderbal,Other,,,Existing Enterprise,Tourism,JKBK086027,,1,1,1,0,0,0,0,28.0,43.0,30.0,53.0,17.0,171.0,$40299,$43543,113221.0,24.0,13.24,,,2.0,0.65,ONTIME,0
6979,Poonch,Female,Urban,Locomotor,Existing enterprise,Retail,JKBK067164,As on Feb 2026,1,1,1,1,1,0,0,15.0,12.0,45.0,23.0,44.0,139.0,3320k INR,$14896,89120.0,48.0,12.58,,,59.0,0.01,ONTIME,0
6980,Shopian,Female,,Visual,Existing Enterprise,Tourism,JKBK036890,11-27-2021,1,1,1,1,1,0,0,7.0,11.0,23.0,77.0,,,$39438,$12799,28438.0,24.0,9.11,,,91.0,0.22,,0
6980,Kishtwar,Female,urban ,Hearing,,IT,JKBK017865,2024-07-05,1,0,0,1,1,1,1,24.0,69.0,16.0,17.0,34.0,160.0,$18569,3103k INR,71875.0,24.0,12.23,30259.0,0.421,16.0,0.58,Delayed,0
6982,Kishtwar,FEMALE,Rural,Visual,nano entrepreneur,Manufacturing,JKBK061487,7-9-2022,1,0,1,1,1,0,0,29.0,39.0,22.0,55.0,26.0,171.0,1286k INR,₹346647,16310.0,48.0,9.97,,,47.0,0.67,Default,0
6983,Anantnag,Male,urban ,Locomotor,,Healthcare,JKBK090689,,1,1,1,1,1,1,1,6.0,22.0,18.0,106.0,32.0,184.0,,$4155,107027.0,18.0,7.66,48142.0,0.45,82.0,,Default,0
6984,Kathua,FEMALE,urban ,None,Existing Enterprise,Healthcare,JKBK095239,4/2/2026,1,1,0,1,1,0,0,,52.0,37.0,22.0,42.0,,₹2603710,1498k INR,67419.0,18.0,13.23,,,11.0,0.67,On-time,0
6985,Srinagar,Female,Rural,,Existing enterprise,IT,JKBK044515,As on Feb 2026,1,1,0,1,1,1,1,2.0,44.0,55.0,101.0,2.0,204.0,,6022734,17233.0,,8.32,,,7.0,0.33,Delayed,0
6986,Doda,FEMALE,Urban,,Nano Entrepreneur,Agri,JKBK071097,8/3/2022,1,1,1,0,0,0,0,17.0,66.0,5.0,,37.0,,,1640k INR,25506.0,24.0,11.06,,,28.0,0.2,Delayed,0
6987,Samba,FEMALE,Urban,Visual,MSME Sunrise Sector,Manufacturing,JKBK045432,26/9/2025,1,1,0,0,0,0,0,28.0,6.0,34.0,,42.0,,,₹4835749,80781.0,48.0,14.07,,,93.0,0.38,,0
6988,Shopian,,Urban,Multiple,,Agri,JKBK045668,6-13-2024,1,1,0,1,1,0,0,7.0,9.0,53.0,79.0,41.0,189.0,1714k INR,5128k INR,19958.0,48.0,7.75,,,6.0,0.0,,0
6989,Baramulla,Male,Urban,Multiple,Nano Entrepreneur,Manufacturing,JKBK086887,10-28-2021,1,1,0,1,1,0,0,38.0,73.0,12.0,47.0,45.0,215.0,,,35589.0,24.0,9.36,,,,0.53,late,0
6990,Kathua,,Urban,,Existing enterprise,Agri,JKBK048206,7-21-2026,1,1,0,1,1,0,0,,89.0,48.0,73.0,37.0,,,3529387,17155.0,,7.36,,,45.0,0.42,On-time,0
6991,Baramulla,Male,urban ,,Existing Enterprise,Tourism,JKBK075469,10-26-2023,1,1,0,1,0,0,0,7.0,42.0,22.0,38.0,8.0,117.0,,,64756.0,18.0,10.17,,,87.0,0.66,On-time,47
6992,Poonch,male ,,NA,MSME Sunrise Sector,,JKBK082921,,1,1,0,0,0,0,0,17.0,46.0,,80.0,22.0,,3428261,₹111054,20425.0,18.0,9.53,,,,0.8,On-time,0
6993,Doda,male ,,None,Existing enterprise,Services,JKBK027614,2022-05-28,1,1,1,1,1,1,1,37.0,78.0,60.0,99.0,38.0,312.0,₹4045187,$53596,22544.0,12.0,11.59,6651.0,0.295,44.0,0.41,late,0
6994,Ramban,Other,Rural,NA,,Manufacturing,JKBK091328,2-4-2026,1,1,0,0,0,0,0,24.0,49.0,6.0,,,,223k INR,4198161,57907.0,12.0,11.04,,,42.0,,Delayed,0
6995,Udhampur,FEMALE,,None,Existing enterprise,Tourism,JKBK096077,As on Feb 2026,1,1,0,0,0,0,0,40.0,74.0,46.0,8.0,38.0,206.0,4855k INR,,99212.0,36.0,8.25,,,82.0,0.86,Delayed,0
6996,Ramban,male ,urban ,,Existing enterprise,Services,JKBK080092,,1,1,0,1,0,0,0,11.0,52.0,5.0,92.0,7.0,167.0,,1266k INR,53608.0,48.0,11.27,,,89.0,0.29,On-time,0
6997,Shopian,Female,,Locomotor,Nano Entrepreneur,Agri,JKBK095239,,1,1,1,1,1,0,0,24.0,31.0,10.0,93.0,4.0,162.0,4509k INR,₹2168825,9994.0,,9.48,,,99.0,0.74,ONTIME,0
6998,Doda,FEMALE,Rural,Locomotor,Existing Enterprise,Agri,JKBK033421,,1,1,0,0,0,0,0,17.0,76.0,48.0,100.0,23.0,264.0,3753k INR,,119652.0,60.0,6.56,,,93.0,0.14,,0
6999,Pulwama,Other,,Hearing,nano entrepreneur,Manufacturing,JKBK023222,9-26-2025,1,1,1,0,0,0,0,35.0,77.0,47.0,54.0,,,,₹4113856,50043.0,24.0,11.8,,,59.0,0.22,Delayed,0
7000,Reasi,,urban ,Locomotor,Nano Entrepreneur,,JKBK093771,,1,1,0,1,1,0,0,20.0,32.0,36.0,41.0,,,1432246,2688322,66353.0,18.0,,,,98.0,0.09,ONTIME,0
7001,Jammu,Other,urban ,Multiple,Nano Entrepreneur,Manufacturing,JKBK022460,10-19-2021,1,1,0,1,1,0,0,5.0,73.0,,86.0,26.0,,₹3711068,₹4080504,91725.0,48.0,8.27,,,32.0,0.83,,0
7002,Bandipora,Male,Urban,Multiple,MSME Sunrise Sector,Tourism,JKBK011500,2022-06-09,1,1,1,1,1,1,1,15.0,27.0,8.0,100.0,24.0,174.0,$19328,3630k INR,10314.0,12.0,8.8,3632.0,0.352,41.0,0.79,late,0
7003,Kathua,,rural,Hearing,Nano Entrepreneur,Manufacturing,JKBK057528,As on Feb 2026,1,0,0,1,1,0,0,11.0,28.0,33.0,20.0,23.0,115.0,₹1269327,$2711,84836.0,18.0,12.59,,,62.0,0.35,,0
7004,Doda,Male,,Visual,Nano Entrepreneur,Agri,JKBK056439,7/12/2022,1,1,0,0,0,0,0,6.0,9.0,,14.0,40.0,,,,14977.0,60.0,13.94,,,28.0,0.18,On-time,63
7005,Kupwara,Male,,None,Existing enterprise,Services,JKBK054843,As on Feb 2026,1,1,0,0,0,0,0,31.0,20.0,35.0,120.0,4.0,210.0,$31562,₹3262816,24254.0,60.0,8.11,,,21.0,0.44,Default,0
7006,Baramulla,Other,,Multiple,Existing Enterprise,Manufacturing,JKBK078062,,1,1,0,0,0,0,0,35.0,35.0,25.0,118.0,33.0,246.0,,6067016,115002.0,18.0,12.04,,,22.0,0.03,,73
7007,Kupwara,Female,Rural,Multiple,,Manufacturing,JKBK045668,As on Feb 2026,1,1,1,1,1,1,1,33.0,13.0,,103.0,30.0,,,$53429,89598.0,24.0,11.56,24460.0,0.273,83.0,0.78,late,0
7008,Budgam,Female,Rural,NA,Existing Enterprise,Healthcare,JKBK070817,2022-12-15,1,1,0,0,0,0,0,40.0,,59.0,28.0,9.0,,,$26390,115876.0,36.0,7.09,,,75.0,0.62,ONTIME,0
7009,Kupwara,,,None,Nano Entrepreneur,Tourism,JKBK086027,As on Feb 2026,1,0,0,1,0,0,0,,,39.0,34.0,24.0,,₹1435857,₹1692964,40105.0,48.0,8.28,,,89.0,,Delayed,0
7010,Bandipora,Male,Urban,,Existing enterprise,Healthcare,JKBK094325,As on Feb 2026,1,1,1,1,1,1,1,0.0,23.0,34.0,17.0,21.0,95.0,$16615,,89789.0,18.0,12.66,39077.0,0.435,19.0,0.08,late,0
7011,Pulwama,Other,Urban,Multiple,Existing enterprise,Retail,JKBK057979,6/11/2023,1,1,0,1,1,0,0,,53.0,8.0,64.0,,,$40461,₹4286769,63557.0,36.0,13.63,,,4.0,0.5,,74
7012,Reasi,Female,,None,Existing enterprise,Agri,JKBK072750,23/11/2022,1,1,0,1,1,1,1,19.0,73.0,60.0,36.0,31.0,219.0,148779,₹6223028,,60.0,13.94,,,3.0,0.3,On-time,0
7013,Srinagar,,rural,None,Nano Entrepreneur,Retail,JKBK060856,11-14-2026,1,1,1,0,0,0,0,2.0,48.0,59.0,59.0,28.0,196.0,$22752,913372,111420.0,18.0,10.51,,,,0.62,Delayed,0
7014,Ramban,,,Visual,Nano Entrepreneur,Services,JKBK021038,As on Feb 2026,1,1,1,0,0,0,0,1.0,77.0,25.0,66.0,7.0,176.0,$35028,$45913,110429.0,18.0,,,,,0.75,late,0
7015,Budgam,male ,rural,Multiple,nano entrepreneur,Retail,JKBK030383,,1,1,0,1,1,1,1,18.0,,18.0,28.0,44.0,,3441523,₹940373,98445.0,18.0,9.23,36750.0,0.373,7.0,0.25,,0
7016,Baramulla,Female,,Hearing,Existing enterprise,,JKBK041399,As on Feb 2026,1,1,0,1,1,0,0,36.0,53.0,19.0,98.0,37.0,243.0,4222179,$45330,23939.0,36.0,12.37,,,97.0,0.04,On-time,0
7017,Reasi,FEMALE,rural,None,MSME Sunrise Sector,Manufacturing,JKBK091328,9-19-2026,1,1,0,1,1,1,1,2.0,13.0,58.0,26.0,9.0,108.0,,2813k INR,111454.0,48.0,7.9,32616.0,0.293,35.0,0.1,ONTIME,158
7018,Budgam,FEMALE,Urban,,Existing Enterprise,IT,JKBK042265,,1,1,0,1,1,1,0,17.0,,25.0,45.0,38.0,,,$48052,63970.0,48.0,10.25,11704.0,0.183,39.0,0.5,Default,97
7019,Kathua,Other,rural,Hearing,Existing Enterprise,Manufacturing,JKBK080317,2-18-2024,1,1,0,1,1,1,1,21.0,83.0,56.0,62.0,,,1974932,$24450,55743.0,60.0,7.85,9082.0,0.163,51.0,0.71,Default,0
7020,Kishtwar,male ,,Hearing,Nano Entrepreneur,IT,JKBK012835,As on Feb 2026,1,1,0,0,0,0,0,30.0,29.0,9.0,24.0,13.0,105.0,$17444,3973292,66188.0,24.0,12.39,,,42.0,0.22,Default,0
7021,Kulgam,Female,Urban,Visual,Existing enterprise,,JKBK088000,2-1-2024,1,1,0,1,0,0,0,39.0,47.0,50.0,119.0,16.0,271.0,,,60681.0,12.0,12.48,,,,0.02,Delayed,0
7022,Baramulla,Female,Urban,Visual,MSME Sunrise Sector,Healthcare,JKBK056686,2025-03-05,1,1,1,1,1,0,0,8.0,34.0,18.0,,21.0,,,,105587.0,48.0,9.69,,,65.0,0.29,On-time,0
7023,Kulgam,FEMALE,Urban,,MSME Sunrise Sector,,JKBK026826,,1,1,0,1,1,0,0,15.0,29.0,44.0,48.0,25.0,161.0,₹4816994,3060251,81443.0,48.0,12.44,,,18.0,0.95,,0
7024,Doda,FEMALE,,Multiple,Existing enterprise,Agri,JKBK088761,12-14-2023,1,1,0,1,1,0,0,12.0,5.0,21.0,62.0,25.0,125.0,$48109,,99070.0,60.0,11.9,,,51.0,0.96,Default,0
7025,Ganderbal,Male,,Hearing,Existing enterprise,Retail,JKBK012264,6-8-2023,1,1,0,1,1,0,0,39.0,29.0,11.0,30.0,20.0,129.0,242066,$23460,,48.0,,,,67.0,0.6,late,0
7026,Bandipora,,rural,Hearing,MSME Sunrise Sector,,JKBK049320,As on Feb 2026,1,1,1,0,0,0,0,11.0,,,70.0,38.0,,1985753,2797035,35434.0,36.0,9.5,,,89.0,0.82,late,0
7027,Udhampur,Male,Urban,Visual,,Manufacturing,JKBK077003,As on Feb 2026,1,1,0,1,1,1,1,29.0,77.0,40.0,74.0,21.0,241.0,,₹3321013,,,14.24,,,62.0,0.02,ONTIME,0
7028,Bandipora,Other,Urban,Visual,MSME Sunrise Sector,Agri,JKBK013468,,1,1,1,1,1,1,1,1.0,29.0,27.0,14.0,8.0,79.0,2304k INR,343k INR,62740.0,12.0,11.88,25682.0,0.409,72.0,0.35,On-time,170
7029,Jammu,,urban ,Multiple,Existing enterprise,,JKBK074904,As on Feb 2026,1,1,1,1,1,1,1,34.0,60.0,37.0,78.0,3.0,212.0,2649k INR,₹1627006,119120.0,60.0,8.13,44001.0,0.369,99.0,0.43,On-time,0
7030,Kulgam,Male,,Multiple,Existing Enterprise,Retail,JKBK032570,2-5-2025,1,1,1,0,0,0,0,30.0,5.0,16.0,78.0,39.0,168.0,₹2310949,,114348.0,24.0,13.27,,,,0.6,late,0
7031,Reasi,FEMALE,urban ,None,Nano Entrepreneur,Healthcare,JKBK074867,As on Feb 2026,1,0,0,1,1,0,0,10.0,60.0,28.0,112.0,,,3590k INR,$34175,102431.0,18.0,9.48,,,28.0,,,0
7032,Kulgam,FEMALE,rural,Locomotor,MSME Sunrise Sector,Tourism,JKBK049116,11-23-2023,1,1,1,0,0,0,0,,,43.0,56.0,45.0,,$27567,545k INR,74204.0,48.0,7.6,,,100.0,0.27,On-time,0
7033,Poonch,male ,Urban,,MSME Sunrise Sector,,JKBK088041,2021-10-25,1,1,1,1,1,0,0,35.0,77.0,27.0,87.0,32.0,258.0,₹1575204,₹2123161,56389.0,24.0,10.47,,,14.0,0.5,Delayed,0
7034,Pulwama,male ,Rural,,,,JKBK033421,,1,1,1,0,0,0,0,,34.0,32.0,81.0,43.0,,$22276,$2928,79392.0,12.0,10.82,,,58.0,0.82,ONTIME,0
7035,Ramban,Female,Rural,Locomotor,MSME Sunrise Sector,Healthcare,JKBK065431,23/7/2022,1,0,0,0,0,0,0,,89.0,27.0,99.0,38.0,,2597822,,23901.0,18.0,12.83,,,57.0,0.89,Delayed,0
7036,Kishtwar,Female,rural,Multiple,nano entrepreneur,Agri,JKBK027614,,1,0,0,0,0,0,0,,55.0,58.0,,4.0,,₹680153,₹4080088,58090.0,36.0,13.59,,,60.0,0.32,,116
7037,Budgam,,,,Existing Enterprise,Healthcare,JKBK060718,6-22-2025,1,1,0,0,0,0,0,40.0,18.0,60.0,16.0,24.0,158.0,$45653,,14514.0,18.0,11.31,,,88.0,0.32,Default,0
7038,Jammu,,urban ,Locomotor,Existing enterprise,Retail,JKBK073365,As on Feb 2026,1,1,0,1,1,0,0,2.0,24.0,19.0,16.0,44.0,105.0,1236506,$13311,69315.0,60.0,14.23,,,17.0,0.52,ONTIME,54
7039,Srinagar,Female,,NA,Existing Enterprise,Tourism,JKBK056907,,1,1,0,1,1,1,1,26.0,66.0,37.0,24.0,,,₹596336,,71452.0,12.0,8.01,13549.0,0.19,79.0,0.37,ONTIME,0
7040,Bandipora,male ,urban ,Locomotor,nano entrepreneur,Healthcare,JKBK074773,,1,1,1,0,0,0,0,20.0,89.0,34.0,34.0,41.0,218.0,₹2467927,$30455,101276.0,,8.85,,,55.0,0.83,,0
7041,Kishtwar,Other,,Locomotor,,Retail,JKBK015626,27/9/2026,1,1,0,1,1,1,1,30.0,75.0,28.0,19.0,16.0,168.0,$38167,5004k INR,31289.0,36.0,7.84,9591.0,0.307,96.0,0.5,late,153
7042,Jammu,FEMALE,urban ,Hearing,Nano Entrepreneur,Retail,JKBK075287,5-16-2021,1,1,1,1,1,0,0,0.0,20.0,21.0,35.0,32.0,108.0,249164,,,18.0,12.86,,,18.0,0.2,Delayed,0
7043,Kupwara,male ,Urban,NA,MSME Sunrise Sector,IT,JKBK092433,10-27-2025,1,1,0,0,0,0,0,39.0,18.0,,,35.0,,1427544,$9523,11772.0,48.0,8.8,,,93.0,0.8,late,87
7044,Poonch,Female,Urban,None,Nano Entrepreneur,,JKBK069314,2/4/2023,1,1,0,0,0,0,0,31.0,38.0,55.0,95.0,2.0,221.0,,,34193.0,60.0,12.28,,,94.0,0.72,On-time,0
7045,Rajouri,,urban ,,,Retail,JKBK020889,10-22-2021,1,1,1,0,0,0,0,5.0,9.0,25.0,9.0,34.0,82.0,₹477330,301k INR,104312.0,48.0,8.96,,,46.0,,On-time,0
7046,Reasi,Female,Rural,NA,Existing Enterprise,,JKBK077806,2021-01-10,1,1,0,1,1,1,1,33.0,79.0,23.0,72.0,,,4457496,$40161,8136.0,18.0,11.03,1402.0,0.172,4.0,0.67,Default,62
7047,Doda,FEMALE,Urban,Hearing,,Services,JKBK032167,As on Feb 2026,1,1,0,0,0,0,0,,33.0,30.0,66.0,42.0,,2160k INR,$32979,96637.0,60.0,10.67,,,53.0,0.51,ONTIME,0
7048,Jammu,,Rural,,Nano Entrepreneur,Tourism,JKBK071950,5/10/2022,1,1,0,0,0,0,0,1.0,9.0,10.0,56.0,17.0,93.0,₹2430078,₹572162,110025.0,12.0,12.93,,,28.0,0.39,Default,0
7049,Baramulla,Male,Urban,Hearing,,Agri,JKBK034398,,1,1,0,1,1,0,0,36.0,,58.0,97.0,22.0,,₹2129211,6630725,55491.0,48.0,10.91,,,32.0,0.35,,0
7050,Shopian,Other,Urban,Hearing,Existing Enterprise,Retail,JKBK017173,As on Feb 2026,1,0,0,1,1,1,1,18.0,9.0,14.0,,30.0,,,,97451.0,,7.33,,,84.0,0.86,Delayed,0
7051,Ramban,Other,rural,Hearing,nano entrepreneur,Healthcare,JKBK075473,,1,1,0,1,1,0,0,17.0,11.0,13.0,40.0,,,1538k INR,,49746.0,24.0,8.84,,,37.0,0.95,Default,0
7052,Udhampur,,,,Nano Entrepreneur,,JKBK089244,,1,1,0,1,1,0,0,,57.0,39.0,87.0,34.0,,1224362,849644,109917.0,48.0,13.17,,,80.0,0.67,ONTIME,0
7053,Kathua,Female,,Locomotor,MSME Sunrise Sector,Services,JKBK059376,9-11-2026,1,1,0,1,1,0,0,1.0,,29.0,48.0,20.0,,,$19876,101263.0,24.0,8.16,,,4.0,,Delayed,0
7054,Doda,FEMALE,,Locomotor,,Services,JKBK036491,As on Feb 2026,1,1,0,1,1,1,1,13.0,39.0,43.0,117.0,36.0,248.0,1824k INR,$17353,62377.0,36.0,7.33,17010.0,0.273,59.0,0.65,late,0
7055,Kulgam,,rural,,nano entrepreneur,,JKBK057029,4/9/2022,1,1,0,0,0,0,0,14.0,50.0,56.0,13.0,7.0,140.0,2535k INR,3024790,30628.0,48.0,13.67,,,28.0,0.26,Delayed,0
7056,Samba,FEMALE,Rural,Multiple,Nano Entrepreneur,IT,JKBK017305,As on Feb 2026,1,1,1,0,0,0,0,23.0,,15.0,107.0,9.0,,$6589,,29410.0,12.0,8.28,,,15.0,0.41,On-time,87
7057,Pulwama,,rural,Locomotor,Existing Enterprise,Manufacturing,JKBK067956,,1,1,0,1,0,0,0,26.0,19.0,25.0,52.0,40.0,162.0,3021k INR,5018k INR,95042.0,36.0,10.75,,,6.0,0.94,Default,0
7058,Poonch,Other,rural,None,,Services,JKBK084740,As on Feb 2026,1,1,0,1,1,0,0,5.0,73.0,11.0,98.0,,,3642k INR,₹4598747,,24.0,12.13,,,63.0,0.89,On-time,0
7059,Doda,,,Visual,Existing enterprise,,JKBK041667,As on Feb 2026,1,1,1,0,0,0,0,15.0,77.0,14.0,87.0,23.0,216.0,4936k INR,₹2837167,118413.0,48.0,6.63,,,91.0,0.14,Delayed,0
7060,Ganderbal,Male,,Visual,nano entrepreneur,Services,JKBK033574,As on Feb 2026,1,1,0,1,1,0,0,5.0,34.0,10.0,119.0,40.0,208.0,,₹1329484,57845.0,24.0,8.49,,,65.0,0.94,Default,0
7061,Udhampur,,Rural,Visual,Nano Entrepreneur,Services,JKBK017822,11-16-2026,1,1,0,0,0,0,0,30.0,8.0,46.0,14.0,7.0,105.0,,,88049.0,,13.25,,,16.0,1.0,late,0
7061,Ramban,male ,,,,Services,JKBK024855,,1,1,0,1,1,1,1,6.0,17.0,57.0,37.0,17.0,134.0,₹3090590,,69449.0,18.0,,,,81.0,0.73,,0
7063,Rajouri,Other,urban ,NA,MSME Sunrise Sector,Retail,JKBK071310,2022-03-23,1,1,0,1,1,0,0,,58.0,53.0,22.0,2.0,,,,62119.0,,9.84,,,92.0,0.29,late,0
7064,Pulwama,FEMALE,urban ,Locomotor,Existing enterprise,Tourism,JKBK075513,As on Feb 2026,1,0,1,1,1,0,0,24.0,28.0,,26.0,3.0,,1083k INR,₹4449801,15755.0,,10.3,,,59.0,0.14,Default,0
7065,Anantnag,Other,rural,Visual,,Manufacturing,JKBK086991,,1,1,1,0,0,0,0,6.0,,57.0,8.0,40.0,,₹4226711,$27488,19409.0,,13.07,,,2.0,0.87,On-time,14
7066,Rajouri,Female,,None,nano entrepreneur,Healthcare,JKBK011321,As on Feb 2026,1,1,1,1,1,0,0,32.0,83.0,24.0,17.0,23.0,179.0,₹972637,₹493501,32977.0,60.0,12.98,,,26.0,0.14,Delayed,43
7067,Rajouri,FEMALE,Urban,Visual,MSME Sunrise Sector,Manufacturing,JKBK034398,,1,1,1,1,1,1,1,11.0,22.0,48.0,33.0,10.0,124.0,$37868,6499k INR,31726.0,24.0,7.42,6720.0,0.212,86.0,0.95,Delayed,0
7068,Anantnag,Male,Rural,Multiple,Existing Enterprise,Agri,JKBK051895,,1,1,0,0,0,0,0,25.0,28.0,49.0,108.0,15.0,225.0,,5938k INR,36149.0,60.0,12.17,,,20.0,0.71,late,16
7069,Srinagar,Male,,Locomotor,Existing Enterprise,Agri,JKBK016426,2023-05-18,1,1,0,0,0,0,0,18.0,11.0,5.0,7.0,26.0,67.0,₹4899891,6134k INR,,12.0,11.84,,,27.0,0.3,,179
7069,Kishtwar,FEMALE,urban ,,Existing Enterprise,Services,JKBK011525,,1,1,0,1,1,0,0,,73.0,42.0,33.0,12.0,,,₹3060762,47729.0,48.0,,,,80.0,0.15,Default,107
7071,Doda,Female,Rural,Multiple,MSME Sunrise Sector,Agri,JKBK026095,2021-03-25,1,1,0,1,1,0,0,3.0,28.0,52.0,28.0,29.0,140.0,4534554,₹1654605,,,8.46,,,26.0,0.41,ONTIME,0
7072,Anantnag,FEMALE,Urban,NA,Existing enterprise,Retail,JKBK025453,2022-06-12,1,0,0,0,0,0,0,40.0,67.0,46.0,25.0,43.0,221.0,,,113304.0,12.0,8.21,,,18.0,0.24,,0
7073,Udhampur,male ,Rural,,Existing enterprise,Tourism,JKBK086898,,1,1,1,1,1,0,0,10.0,19.0,50.0,52.0,,,$17983,₹216588,66154.0,18.0,14.17,,,19.0,1.0,late,0
7074,Anantnag,Female,rural,Multiple,Existing Enterprise,Healthcare,JKBK028441,As on Feb 2026,1,1,1,1,1,0,0,31.0,83.0,7.0,93.0,7.0,221.0,₹722362,₹1929404,107901.0,48.0,7.66,,,65.0,0.21,On-time,55
7075,Kulgam,male ,urban ,None,Existing enterprise,Services,JKBK054402,6-27-2023,1,1,0,1,1,0,0,,77.0,12.0,89.0,20.0,,,3903786,113661.0,36.0,8.61,,,23.0,0.95,ONTIME,156
7076,Srinagar,,Rural,Locomotor,,Retail,JKBK075473,7/12/2025,1,1,0,0,0,0,0,17.0,54.0,46.0,90.0,18.0,225.0,₹1365770,,58397.0,36.0,,,,59.0,0.57,Default,68
7077,Samba,,urban ,NA,MSME Sunrise Sector,Agri,JKBK069314,9-13-2024,1,1,0,0,0,0,0,4.0,76.0,60.0,87.0,19.0,246.0,,,62540.0,48.0,12.42,,,57.0,0.54,On-time,0
7078,Doda,FEMALE,rural,None,MSME Sunrise Sector,Retail,JKBK049116,2024-05-05,1,1,1,1,1,0,0,40.0,30.0,10.0,68.0,33.0,181.0,$6934,2351043,52331.0,18.0,9.25,,,74.0,0.73,Delayed,0
7079,Shopian,Male,,Visual,,Manufacturing,JKBK065453,As on Feb 2026,1,1,1,1,1,0,0,8.0,15.0,25.0,28.0,28.0,104.0,1264247,$2068,107337.0,12.0,11.61,,,68.0,0.18,Default,0
7080,Anantnag,Other,urban ,Visual,nano entrepreneur,Tourism,JKBK097282,1-14-2025,1,1,0,1,0,0,0,5.0,40.0,34.0,111.0,14.0,204.0,,3956k INR,20985.0,48.0,8.73,,,21.0,0.85,Default,0
7081,Ganderbal,FEMALE,urban ,None,MSME Sunrise Sector,Agri,JKBK040778,11-21-2021,1,1,0,0,0,0,0,4.0,15.0,28.0,104.0,20.0,171.0,2178763,₹762133,92496.0,,11.0,,,73.0,0.91,ONTIME,0
7082,Kathua,male ,Urban,Hearing,Existing enterprise,Tourism,JKBK076492,23/7/2023,1,1,0,1,0,0,0,15.0,31.0,36.0,94.0,3.0,179.0,,2948k INR,92744.0,36.0,11.51,,,,0.56,,0
7083,Udhampur,FEMALE,,,Nano Entrepreneur,Retail,JKBK053564,,1,0,0,0,0,0,0,21.0,25.0,12.0,63.0,37.0,158.0,₹562754,₹5357104,83774.0,24.0,10.75,,,93.0,0.69,late,0
7084,Kathua,FEMALE,Rural,NA,Nano Entrepreneur,Services,JKBK038182,1/10/2023,1,1,0,0,0,0,0,24.0,36.0,17.0,57.0,,,3184k INR,,,12.0,12.09,,,17.0,0.65,Delayed,0
7085,Samba,FEMALE,,Visual,Nano Entrepreneur,Agri,JKBK021968,2025-02-13,1,1,1,1,1,0,0,40.0,53.0,,,7.0,,3137010,,22859.0,12.0,6.98,,,84.0,0.51,ONTIME,67
7086,Udhampur,,,,Nano Entrepreneur,Manufacturing,JKBK056686,,1,1,0,1,1,0,0,38.0,84.0,3.0,49.0,40.0,214.0,$35948,₹5700730,,12.0,8.32,,,89.0,0.57,late,0
